"HMM"	"PS"
"XP_046257361.1"	38.9	1975
"XP_046259213.1"	85.7	1521
"XP_046261893.1"	0	3097
"XP_046262110.1"	0	1929
"XP_046262548.1"	0	2909
"XP_046263768.1"	0	1855
"XP_046264457.1"	0	1734
"XP_046265572.1"	10.4	3277
"XP_046267274.1"	76.6	1950
"XP_046267475.1"	0	2139
"XP_046267527.1"	0	3567
"XP_046269424.1"	0	3712
"XP_046269910.1"	0	1953
"XP_046270798.1"	0	2993
"XP_046270998.1"	0	3039
"XP_046272443.1"	0	1956
"XP_046272927.1"	0	3576
"XP_046273399.1"	0	3274
"XP_046273516.1"	0	3469
"XP_046274080.1"	0	2661
"XP_046274296.1"	109.4	2709
"XP_046689810.1"	0	3176
"XP_046691726.1"	0	2723
"XP_046692712.1"	0	1873
"XP_046693267.1"	0	1565
"XP_046693578.1"	32.9	1696
"XP_046693733.1"	307.3	2701
"XP_046694351.1"	0	3635
"XP_046694480.1"	0	2532
"XP_046695537.1"	94.9	2577
"XP_046695901.1"	308.8	2714
"XP_046695917.1"	276.5	2055
"XP_046695943.1"	296.7	2746
"XP_046696244.1"	312.7	2615
"XP_046696691.1"	35.1	0
"XP_046697182.1"	41.8	2335
"XP_046697953.1"	102.1	2729
"XP_046698052.1"	0	3564
"XP_046698676.1"	294.1	2550
"XP_046699667.1"	0	3345
"XP_046699684.1"	0	3469
"XP_046700227.1"	0	3275
"XP_046702336.1"	0	2893
"XP_046702739.1"	0	3313
"XP_046703971.1"	0	3296
"XP_046704614.1"	0	2158
"XP_046705546.1"	0	2238
"XP_046705613.1"	0	2430
"XP_046705710.1"	199.8	1549
"XP_046708230.1"	0	3151
"XP_046710250.1"	300.5	2512
"XP_046711075.1"	0	2693
"XP_046711300.1"	0	3048
"XP_046711314.1"	0	2173
"XP_046712827.1"	303.9	2896
"XP_046713558.1"	292.3	2404
"XP_046713705.1"	297.8	2409
"XP_046714021.1"	0	2478
"XP_046714681.1"	0	3329
"XP_046715024.1"	151.9	1590
"XP_046715468.1"	306.7	2603
"XP_046715594.1"	0	3559
"XP_046715800.1"	0	2882
"XP_046716663.1"	11.9	1787
"XP_046716795.1"	0	3573
"XP_046717177.1"	0	3019
"XP_046717640.1"	0	2025
"XP_046717698.1"	74	1829
"XP_046718048.1"	0	2887
"XP_046718620.1"	0	3734
"XP_046718677.1"	33.6	1636
"XP_046719088.1"	0	3337
"XP_046719334.1"	297.2	2476
"XP_046720146.1"	0	2394
"XP_046720261.1"	312.1	2621
"XP_046720506.1"	77.4	2084
"XP_046721428.1"	58.2	1542
"XP_046721707.1"	0	3239
"XP_046721963.1"	0	2966
"XP_046722852.1"	0	2024
"XP_046723550.1"	0	3551
"XP_046723832.1"	0	3308
"XP_046726112.1"	61.3	2103
"XP_046726317.1"	0	2656
"XP_046726420.1"	94.4	2729
"XP_046726801.1"	0	3434
"XP_046726843.1"	0	2891
"XP_046727202.1"	48.7	2398
"XP_046727294.1"	0	3647
"XP_046728493.1"	0	1594
"XP_046728720.1"	83.4	2010
"XP_046729160.1"	0	2085
"XP_046729442.1"	303.8	2852
"XP_046729666.1"	0	2869
"XP_046730635.1"	0	3336
"XP_046732330.1"	40.9	2113
"XP_046733156.1"	95.3	2688
"XP_046733306.1"	94.8	2557
"XP_046733608.1"	0	3713
"XP_046869722.1"	97.1	1712
"XP_046870174.1"	0	2126
"XP_046871587.1"	0	3286
"XP_046872148.1"	58	1437
"XP_046872649.1"	0	3105
"XP_046873534.1"	0	2939
"XP_046873868.1"	0	3019
"XP_046874274.1"	0	3607
"XP_046874587.1"	0	3559
"XP_046874795.1"	107.9	2244
"XP_046874813.1"	0	2861
"XP_046875776.1"	0	3466
"XP_046876263.1"	74	1706
"XP_046879060.1"	84.7	2237
"XP_046879209.1"	0	2269
"XP_046879483.1"	0	3107
"XP_046879690.1"	10.3	0
"XP_046880281.1"	0	3281
"XP_046880376.1"	0	3156
"XP_046880946.1"	0	2103
"XP_046881253.1"	0	2863
"XP_046882308.1"	0	2028
"XP_046884027.1"	0	3241
"XP_046885276.1"	0	1637
"XP_046886041.1"	33.6	2075
"XP_046886182.1"	0	1548
"XP_046886186.1"	0	1683
"XP_046886419.1"	0	3195
"XP_046886956.1"	0	2703
"XP_046888979.1"	287.8	1888
"XP_046890469.1"	299.3	2858
"XP_046890681.1"	145.5	1622
"XP_046891177.1"	0	3386
"XP_046891761.1"	0	3376
"XP_046892308.1"	77.2	2037
"XP_046893545.1"	0	1817
"XP_046893649.1"	0	2883
"XP_046893761.1"	0	3108
"XP_046894048.1"	0	3279
"XP_046895396.1"	0	3213
"XP_046895546.1"	0	3329
"XP_046895833.1"	44.8	1869
"XP_046897076.1"	0	3576
"XP_046897483.1"	0	2578
"XP_046897608.1"	28	1477
"XP_046897609.1"	42.3	2146
"XP_046897610.1"	149.4	1489
"XP_046900453.1"	0	1431
"XP_046900489.1"	0	1572
"XP_046900564.1"	0	3169
"XP_046901483.1"	0	3742
"XP_046901827.1"	91.1	1741
"XP_046903267.1"	43.9	1776
"XP_046904434.1"	0	3326
"XP_046904577.1"	95.7	2790
"XP_046904714.1"	0	3093
"XP_046905599.1"	86.4	2394
"XP_046906468.1"	0	1921
"XP_046906856.1"	0	2607
"XP_046906940.1"	98.8	2485
"XP_046907316.1"	99.3	2544
"XP_046907475.1"	0	2422
"XP_047009713.1"	0	2564
"XP_047010941.1"	76.2	2151
"XP_047011533.1"	93.1	2762
"XP_047011779.1"	309.4	2530
"XP_047011781.2"	299.6	2493
"XP_047014537.1"	0	2209
"XP_047014884.2"	65.8	0
"XP_047015902.2"	316.7	2836
"XP_047016334.1"	0	3305
"XP_047016591.1"	0	3134
"XP_047016730.1"	0	3647
"XP_047017707.1"	0	3529
"XP_047018032.1"	0	3239
"XP_047185886.1"	0	3065
"XP_047186101.1"	0	3279
"XP_047186716.1"	0	3183
"XP_047186960.1"	0	2565
"XP_047187019.1"	44.5	2089
"XP_047187754.1"	10.8	3339
"XP_047189258.1"	0	2565
"XP_047190241.1"	0	3215
"XP_047190432.1"	0	2565
"XP_047190833.1"	0	2565
"XP_047190844.1"	37.6	1936
"XP_047191380.1"	0	3520
"XP_047191622.1"	0	2565
"XP_047191645.1"	66.6	1531
"XP_047193357.1"	0	3377
"XP_047193563.1"	0	3854
"XP_047193579.1"	0	2565
"XP_047193899.1"	0	2883
"XP_047195018.1"	0	3267
"XP_047196355.1"	48.3	2026
"XP_047197274.1"	0	3338
"XP_047197358.1"	0	3540
"XP_047197445.1"	0	3045
"XP_047200190.1"	0	2383
"XP_047201240.1"	0	2211
"XP_047202132.1"	0	3731
"XP_047203454.1"	92	2507
"XP_047203587.1"	0	1971
"XP_047204020.1"	0	2923
"XP_047205975.1"	0	3176
"XP_047206350.1"	100.4	2200
"XP_047206385.1"	0	2964
"XP_047206826.1"	37.6	1937
"XP_047209373.1"	0	3528
"XP_047209422.1"	0	2360
"XP_047210167.1"	0	2873
"XP_047211201.1"	0	3216
"XP_047213094.1"	0	1858
"XP_047213289.1"	0	2960
"XP_047213743.1"	0	3123
"XP_047213757.1"	0	2082
"XP_047214834.1"	0	3123
"XP_047215204.1"	0	3355
"XP_047215368.1"	0	2960
"XP_047215645.1"	0	2082
"XP_047216229.1"	34.6	1967
"XP_047217043.1"	0	3188
"XP_047217869.1"	0	3334
"XP_047218002.1"	92.3	2272
"XP_047218798.1"	0	3203
"XP_047219096.1"	0	2615
"XP_047219246.1"	0	2752
"XP_047219577.1"	0	2783
"XP_047221385.1"	102.5	1921
"XP_047223706.1"	0	3103
"XP_047225162.1"	0	1829
"XP_047226078.1"	0	2208
"XP_047227804.1"	0	2729
"XP_047228663.1"	0	3019
"XP_047228692.1"	0	3827
"XP_047229040.1"	99.7	2725
"XP_047229279.1"	0	2589
"XP_047229294.1"	0	2819
"XP_047229901.1"	59.9	2137
"XP_047232304.1"	39.5	2023
"XP_047232734.1"	270.4	1834
"XP_047234104.1"	0	3447
"XP_047234609.1"	73.9	1968
"XP_047235144.1"	0	3567
"XP_047236016.1"	0	2038
"XP_047236096.1"	0	2754
"XP_047236304.1"	44.6	2216
"XP_047236319.1"	97.6	2717
"XP_047236372.1"	0	3635
"XP_047237011.1"	0	3443
"XP_047237677.1"	0	2161
"XP_047237909.1"	97.4	2728
"XP_047238084.1"	0	3002
"XP_047238636.1"	0	3169
"XP_047238778.1"	103	2482
"XP_047239200.1"	0	3595
"XP_047239248.1"	0	2221
"XP_047239375.1"	0	3318
"XP_047239764.1"	0	2208
"XP_047239872.1"	0	2208
"XP_047240114.1"	0	3504
"XP_047240492.1"	150.6	2017
"XP_047241429.1"	0	2557
"XP_047243192.1"	108.6	2292
"XP_047243587.1"	0	2436
"XP_047245233.1"	91.3	2162
"XP_047245490.1"	0	2547
"XP_047247033.1"	70.9	0
"XP_047247095.1"	0	3493
"XP_047248411.1"	83.1	1940
"XP_047423759.1"	0	2969
"XP_047424451.1"	104.1	2649
"XP_047425213.1"	0	3068
"XP_047425432.1"	0	2300
"XP_047425659.1"	0	3087
"XP_047426007.1"	97.6	2676
"XP_047426014.1"	0	3767
"XP_047427125.1"	0	2948
"XP_047428375.1"	0	1796
"XP_047428436.1"	0	2474
"XP_047428442.1"	0	3108
"XP_047429017.1"	105.5	2600
"XP_047429691.1"	0	2773
"XP_047431342.1"	0	2348
"XP_047431651.1"	90.7	2027
"XP_047432363.1"	0	3053
"XP_047433526.1"	0	2293
"XP_047434473.1"	87.6	0
"XP_047434982.1"	38.6	1947
"XP_047435772.1"	0	2832
"XP_047436404.1"	0	2578
"XP_047437167.1"	0	2813
"XP_047437871.1"	0	3206
"XP_047437991.1"	0	1914
"XP_047439022.1"	97.8	2587
"XP_047440519.1"	0	3292
"XP_047441403.1"	0	2932
"XP_047441885.1"	0	2226
"XP_047444290.1"	56.5	1908
"XP_047445434.1"	11.5	3267
"XP_047445478.1"	10.4	1770
"XP_047446761.1"	0	2650
"XP_047447190.1"	0	3457
"XP_047447913.1"	0	2811
"XP_047448744.1"	43.5	2264
"XP_047448790.1"	0	3197
"XP_047448804.1"	0	3571
"XP_047448874.1"	98.8	2669
"XP_047448912.1"	96.9	2716
"XP_047449835.1"	0	3506
"XP_047450487.1"	70.9	1539
"XP_047450772.1"	0	3128
"XP_047451032.1"	79.8	2100
"XP_047451454.1"	0	2553
"XP_047453049.1"	154.2	1929
"XP_047453630.1"	0	3355
"XP_047454189.1"	39.4	1760
"XP_047454200.1"	0	3298
"XP_047455510.1"	0	3224
"XP_047455887.1"	100.4	2522
"XP_047458234.1"	40.2	2067
"XP_047460236.1"	0	2252
"XP_047460359.1"	0	3626
"XP_047461056.1"	0	3203
"XP_047461654.1"	0	3576
"XP_047461939.1"	0	3210
"XP_047461967.1"	103.7	2378
"XP_047462143.1"	0	3515
"XP_047462174.1"	0	1668
"XP_047462345.1"	0	3383
"XP_047463135.1"	0	2485
"XP_047464017.1"	74	1968
"XP_047464596.1"	283.7	1608
"XP_047466238.1"	0	3769
"XP_047467322.1"	0	2167
"XP_047468229.1"	0	3176
"XP_047656060.1"	51.5	2245
"XP_047656513.1"	0	3239
"XP_047657965.1"	301	2625
"XP_047660518.1"	75.8	1782
"XP_047660570.1"	0	3052
"XP_047660874.1"	0	2107
"XP_047660888.1"	9.6	1482
"XP_047662649.1"	45.7	2170
"XP_047664412.1"	0	3176
"XP_047665744.1"	0	2915
"XP_047667125.1"	0	2943
"XP_047667787.1"	142.9	0
"XP_047669341.1"	0	2915
"XP_047669373.1"	0	1808
"XP_047670602.1"	306	2585
"XP_047670605.1"	305.9	2486
"XP_047672771.1"	0	3516
"XP_047674267.1"	0	2767
"XP_047674311.1"	35.1	1421
"XP_047674452.1"	312.4	2507
"XP_047675160.1"	0	2948
"XP_047675409.1"	0	3559
"XP_047675849.1"	159.9	1813
"XP_047677525.1"	0	2735
"XP_047678145.1"	0	2469
"XP_048008457.1"	0	3286
"XP_048008761.1"	98.4	2668
"XP_048009096.1"	42	2048
"XP_048009232.1"	0	2218
"XP_048009383.1"	0	3374
"XP_048009752.1"	0	2175
"XP_048010483.1"	0	2792
"XP_048010836.1"	88.6	1795
"XP_048011336.1"	0	2218
"XP_048011777.1"	0	2665
"XP_048012037.1"	0	2447
"XP_048013638.1"	0	2328
"XP_048013789.1"	167	2038
"XP_048014152.1"	154.1	1745
"XP_048014982.1"	0	1757
"XP_048015236.1"	0	2188
"XP_048015413.1"	0	2461
"XP_048015449.1"	0	1489
"XP_048016799.1"	0	3337
"XP_048016972.1"	55.3	1729
"XP_048018053.1"	0	3440
"XP_048021024.1"	0	2873
"XP_048021449.1"	0	2061
"XP_048022439.1"	0	3443
"XP_048023268.1"	0	3567
"XP_048024140.1"	0	1657
"XP_048024524.1"	78.3	2090
"XP_048024945.1"	0	2190
"XP_048025038.1"	0	2575
"XP_048026138.1"	311.3	2849
"XP_048028051.1"	87	2422
"XP_048029489.1"	0	2726
"XP_048029612.1"	0	2540
"XP_048029795.1"	31.4	0
"XP_048029947.1"	0	2956
"XP_048030763.1"	97.4	2747
"XP_048031157.1"	0	3176
"XP_048031555.1"	0	2432
"XP_048031722.1"	0	3228
"XP_048032657.1"	0	2786
"XP_048032665.1"	0	3517
"XP_048033663.1"	0	2792
"XP_048033701.1"	0	3305
"XP_048034339.1"	63.8	2062
"XP_048035636.1"	0	2275
"XP_048036138.1"	0	2461
"XP_048036792.1"	73.5	1802
"XP_048037000.1"	0	3019
"XP_048037177.1"	0	3155
"XP_048037214.1"	0	1777
"XP_048037460.1"	0	2194
"XP_048037548.1"	0	2113
"XP_048037612.1"	0	2194
"XP_048038272.1"	0	2075
"XP_048040870.1"	28.1	0
"XP_048042489.1"	98.1	2542
"XP_048042664.1"	0	2501
"XP_048043620.1"	0	3675
"XP_048043976.1"	0	2660
"XP_048044044.1"	0	2280
"XP_048044138.1"	42.4	2289
"XP_048045418.1"	0	3050
"XP_048045838.1"	0	2494
"XP_048046048.1"	102.8	2729
"XP_048046753.1"	0	2179
"XP_048046860.1"	0	2913
"XP_048047770.1"	0	2959
"XP_048050906.1"	0	2630
"XP_048051385.1"	0	2194
"XP_048052087.1"	0	3210
"XP_048052346.1"	0	1618
"XP_048052696.1"	0	1536
"XP_048053392.1"	0	2194
"XP_048054394.1"	0	3533
"XP_048057003.1"	102.4	2299
"XP_048058532.1"	0	3606
"XP_048058536.1"	0	3438
"XP_048059184.1"	0	3538
"XP_048059284.1"	0	3412
"XP_048060036.1"	0	1934
"XP_048060104.1"	0	3642
"XP_048061218.1"	34.7	1964
"XP_048062026.1"	0	2928
"XP_048062135.1"	0	3152
"XP_048062888.1"	0	1955
"XP_048063724.1"	65.7	1849
"XP_048065798.1"	0	2836
"XP_048065919.1"	0	3640
"XP_048066366.1"	0	2991
"XP_048066693.1"	55	2009
"XP_048067017.1"	0	3414
"XP_048067365.1"	99.8	2632
"XP_048083491.1"	0	3516
"XP_048084237.1"	0	1530
"XP_048084694.1"	0	2885
"XP_048085631.1"	106.7	2590
"XP_048085766.1"	0	3070
"XP_048086122.1"	0	2757
"XP_048086131.1"	0	3346
"XP_048086266.1"	0	3538
"XP_048087112.1"	0	3365
"XP_048087412.1"	0	2557
"XP_048088280.1"	0	2417
"XP_048088298.1"	0	2781
"XP_048090184.1"	0	1638
"XP_048091539.1"	0	3059
"XP_048091958.1"	0	3554
"XP_048093055.1"	0	1548
"XP_048094080.1"	75.4	1685
"XP_048096210.1"	0	3592
"XP_048096551.1"	0	2394
"XP_048097031.1"	50.1	1948
"XP_048097192.1"	0	3329
"XP_048097320.1"	0	3397
"XP_048098559.1"	42.7	2317
"XP_048099337.1"	0	3135
"XP_048099699.1"	97.6	2688
"XP_048099785.1"	98.7	2630
"XP_048100002.1"	0	3515
"XP_048100162.1"	0	2702
"XP_048100650.1"	287.9	2342
"XP_048101268.1"	0	2007
"XP_048101442.1"	0	3236
"XP_048101874.1"	0	2928
"XP_048103481.1"	307.1	3000
"XP_048105667.1"	99.2	2181
"XP_048108979.1"	62	2125
"XP_048110458.1"	0	2105
"XP_048110991.1"	0	3160
"XP_048111493.1"	91	2427
"XP_048112065.1"	103.9	0
"XP_048112654.1"	0	2474
"XP_048114399.1"	0	3141
"XP_048114691.1"	0	3618
"XP_048115017.1"	0	2557
"XP_048115314.1"	0	3350
"XP_048115366.1"	101.4	2779
"XP_048115891.1"	0	3084
"XP_048116953.1"	0	3236
"XP_048117118.1"	39.7	2049
"XP_048117813.1"	98.6	2556
"XP_048117913.1"	0	3377
"XP_048118756.1"	0	3094
"XP_048119059.1"	28.7	1916
"XP_048121156.1"	32.6	1573
"XP_048121554.1"	83.7	2107
"XP_048121841.1"	0	2791
"XP_048122167.1"	0	3176
"XP_048122324.1"	0	3219
"XP_048123124.1"	95.7	2512
"XP_048123335.1"	0	2450
"XP_048124503.1"	89.9	2131
"XP_048124771.1"	0	2278
"XP_048125508.1"	0	2422
"XP_048126097.1"	41.9	1679
"XP_048126232.1"	136.4	1856
"XP_048126746.1"	0	2198
"XP_048825548.1"	0	2475
"XP_048825635.1"	0	2874
"XP_048826429.1"	0	2317
"XP_048826657.1"	0	2669
"XP_048827342.1"	0	2746
"XP_048827699.1"	0	2475
"XP_048828030.1"	0	2446
"XP_048829038.1"	161.8	2102
"XP_048829527.1"	0	2578
"XP_048829586.1"	0	2152
"XP_048829696.1"	0	2893
"XP_048829750.1"	0	2285
"XP_048830183.1"	0	2858
"XP_048830510.1"	0	2583
"XP_048830872.1"	0	2669
"XP_048833122.1"	0	2907
"XP_048833643.1"	100.8	2571
"XP_048833754.1"	0	2893
"XP_048836935.1"	68.8	2031
"XP_048837998.1"	0	2475
"XP_048838312.1"	42.2	1545
"XP_048838561.1"	0	3284
"XP_048839536.1"	0	1834
"XP_048840158.1"	0	3091
"XP_048841093.1"	0	2940
"XP_048841390.1"	0	3218
"XP_048842166.1"	0	2830
"XP_048842739.1"	0	2669
"XP_048846021.1"	0	3300
"XP_048846063.1"	0	2830
"XP_048846289.1"	0	3096
"XP_048846324.1"	0	1994
"XP_048847259.1"	0	2949
"XP_048848985.1"	0	3355
"XP_048849199.1"	0	3460
"XP_048849883.1"	0	3559
"XP_048850352.1"	68.3	1463
"XP_048851598.1"	103.2	2729
"XP_048851717.1"	0	3670
"XP_048851871.1"	0	2715
"XP_048853088.1"	0	2830
"XP_048853636.1"	0	3232
"XP_048854551.1"	0	2368
"XP_048854573.1"	0	2119
"XP_048854679.1"	0	2475
"XP_048855472.1"	0	2669
"XP_048855498.1"	0	3338
"XP_048856273.1"	0	3305
"XP_048856822.1"	0	2893
"XP_048857089.1"	0	3460
"XP_048857635.1"	0	2475
"XP_048857902.1"	0	2669
"XP_048857910.1"	0	2669
"XP_048858181.1"	0	3176
"XP_048858407.1"	0	2134
"XP_048859022.1"	0	2689
"XP_048859381.1"	0	3176
"XP_048859515.1"	0	2475
"XP_048859831.1"	0	2446
"XP_048860350.1"	95.2	2643
"XP_048860789.1"	43.4	2036
"XP_048860837.1"	0	2475
"XP_048861009.1"	0	2830
"XP_048861253.1"	0	2918
"XP_048861634.1"	0	2446
"XP_048861670.1"	0	2475
"XP_048862778.1"	0	3271
"XP_048864451.1"	0	1970
"XP_048864791.1"	89.7	2064
"XP_048865750.1"	44.1	2235
"XP_048866326.1"	0	2904
"XP_048866343.1"	0	2918
"XP_048866760.1"	62.6	2085
"XP_048869929.1"	0	3201
"XP_048870174.1"	284.3	2738
"XP_048871366.1"	305.5	2625
"XP_048871377.1"	308.7	2520
"XP_048872038.1"	74.6	1948
"XP_048873443.1"	0	3525
"XP_048873704.1"	47.9	2080
"XP_048874058.1"	0	3308
"XP_048874921.1"	0	3067
"XP_048875562.1"	0	2436
"XP_048875618.1"	0	1525
"XP_048875771.1"	0	3608
"XP_048876097.1"	311.1	2846
"XP_048876108.1"	311.2	2846
"XP_048876131.1"	310.6	2747
"XP_048876315.1"	101.6	2707
"XP_048876363.1"	43.9	2366
"XP_048876476.1"	0	3382
"XP_048876797.1"	0	2940
"XP_048878542.1"	0	2881
"XP_048879223.1"	89.4	2375
"XP_048880167.1"	0	3525
"XP_048880873.1"	0	3276
"XP_048880931.1"	0	2475
"XP_048881092.1"	0	3291
"XP_048881475.1"	40.5	2116
"XP_048881567.1"	0	3228
"XP_048882800.1"	94.7	2387
"XP_048885569.1"	0	3277
"XP_048886033.1"	31.9	0
"XP_048886315.1"	0	2647
"XP_048886522.1"	152.5	2000
"XP_049319880.1"	0	2293
"XP_049320418.1"	0	3052
"XP_049320963.1"	0	2847
"XP_049320993.1"	0	2117
"XP_049321137.1"	0	2847
"XP_049321897.1"	0	2655
"XP_049322409.1"	0	2847
"XP_049322754.1"	0	3337
"XP_049323140.1"	0	3573
"XP_049323339.1"	35.4	1660
"XP_049323850.1"	0	2110
"XP_049324320.1"	0	3589
"XP_049325070.1"	0	2655
"XP_049325733.1"	0	2694
"XP_049325980.1"	0	2694
"XP_049326000.1"	0	2083
"XP_049326001.1"	0	2083
"XP_049326098.1"	0	2083
"XP_049326109.1"	0	2847
"XP_049326787.1"	11.7	2362
"XP_049326788.1"	0	2495
"XP_049326789.1"	0	2437
"XP_049327817.1"	0	2076
"XP_049327818.1"	0	2076
"XP_049327929.1"	0	2847
"XP_049328331.1"	0	2255
"XP_049328855.1"	0	3559
"XP_049329095.1"	0	3559
"XP_049329192.1"	0	2117
"XP_049329684.1"	0	2414
"XP_049330812.1"	0	2748
"XP_049331192.1"	0	3123
"XP_049332248.1"	0	3480
"XP_049332970.1"	0	2655
"XP_049333242.1"	0	2038
"XP_049333244.1"	0	2038
"XP_049333267.1"	0	1996
"XP_049333270.1"	0	2038
"XP_049333282.1"	0	2128
"XP_049333638.1"	0	2087
"XP_049334321.1"	0	2082
"XP_049334366.1"	0	2035
"XP_049334379.1"	0	2038
"XP_049334427.1"	0	2038
"XP_049334429.1"	0	2077
"XP_049334436.1"	0	3052
"XP_049334440.1"	0	1942
"XP_049335007.1"	0	3153
"XP_049335935.1"	0	3337
"XP_049337201.1"	0	2655
"XP_049337959.1"	0	2655
"XP_049337974.1"	0	3105
"XP_049341850.1"	0	2847
"XP_049342002.1"	0	2873
"XP_049342210.1"	53.5	2106
"XP_049342367.1"	61	2067
"XP_049417171.1"	0	1848
"XP_049417177.1"	0	1877
"XP_049417906.1"	0	2915
"XP_049418351.1"	0	3036
"XP_049419094.1"	298.5	1924
"XP_049419627.1"	0	2578
"XP_049420534.1"	0	3176
"XP_049421213.1"	103.5	2484
"XP_049421377.1"	0	3013
"XP_049422010.1"	0	1877
"XP_049422083.1"	0	1935
"XP_049422438.1"	0	2355
"XP_049423264.1"	94.8	2233
"XP_049426442.1"	0	3293
"XP_049428750.1"	91.3	1697
"XP_049429584.1"	152.9	2045
"XP_049430475.1"	0	2304
"XP_049431037.1"	0	2270
"XP_049431378.1"	76.1	2030
"XP_049431998.1"	0	3502
"XP_049432288.1"	67.3	1436
"XP_049434499.1"	44.6	2216
"XP_049434724.1"	0	3526
"XP_049434821.1"	0	3119
"XP_049434956.1"	0	3450
"XP_049435062.1"	0	3030
"XP_049435489.1"	0	1877
"XP_049435600.1"	96.5	2635
"XP_049435731.1"	97	2716
"XP_049435806.1"	0	2607
"XP_049436021.1"	0	3203
"XP_049436998.1"	46.7	2114
"XP_049437691.1"	0	3379
"XP_049437720.1"	0	3082
"XP_049438542.1"	0	1787
"XP_049438581.1"	98	2427
"XP_049439938.1"	0	3274
"XP_049440383.1"	0	3216
"XP_049440538.1"	0	3355
"XP_049440641.1"	36.2	2060
"XP_049441160.1"	0	2377
"XP_049441444.1"	0	1726
"XP_049441875.1"	0	3045
"XP_049441958.1"	0	2763
"XP_049443013.1"	0	2969
"XP_049444777.1"	59.9	2137
"XP_049444940.1"	0	1877
"XP_049446542.1"	0	2697
"XP_049446543.1"	95.3	2349
"XP_049446939.1"	0	2442
"XP_049447806.1"	0	3420
"XP_049448040.1"	0	1994
"XP_049448353.1"	0	2203
"XP_049449092.1"	72	1960
"XP_049449900.1"	0	1769
"XP_049450503.1"	95.7	2549
"XP_049451188.1"	0	2969
"XP_049452047.1"	0	3051
"XP_049452060.1"	0	2343
"XP_049452226.1"	0	2097
"XP_049452407.1"	0	3680
"XP_049453411.1"	0	3171
"XP_049454390.1"	0	1745
"XP_049455954.1"	0	1877
"XP_049456479.1"	37.9	2064
"XP_049456924.1"	0	1726
"XP_049457480.1"	0	3576
"XP_049457677.1"	0	2369
"XP_049457715.1"	0	3587
"XP_049457731.1"	0	3274
"XP_049459100.1"	102.1	2561
"XP_049459849.1"	0	3019
"XP_049460036.1"	0	2522
"XP_049460318.1"	0	3730
"XP_049460455.1"	0	2874
"XP_049460512.1"	0	2711
"XP_049460762.1"	98.3	2741
"XP_049573142.1"	0	2578
"XP_049574368.1"	58.4	1833
"XP_049574860.1"	0	3052
"XP_049574979.1"	0	2822
"XP_049577366.1"	0	1713
"XP_049578165.1"	0	2266
"XP_049579895.1"	0	1558
"XP_049580714.1"	65.9	0
"XP_049582067.1"	82.7	2045
"XP_049582846.1"	0	3448
"XP_049583099.1"	0	1713
"XP_049585292.1"	94.4	2361
"XP_049586095.1"	0	1713
"XP_049586239.1"	42.9	1937
"XP_049586563.1"	0	1713
"XP_049586717.1"	0	3332
"XP_049587081.1"	0	3355
"XP_049587385.1"	0	3269
"XP_049588448.1"	0	1558
"XP_049589035.1"	0	1996
"XP_049589735.1"	0	2973
"XP_049591318.1"	0	1713
"XP_049591549.1"	35.1	1952
"XP_049592382.1"	0	1713
"XP_049593124.1"	0	3779
"XP_049594152.1"	0	3091
"XP_049594459.1"	0	2528
"XP_049594771.1"	0	2868
"XP_049594818.1"	97.3	2722
"XP_049595945.1"	0	3703
"XP_049597466.1"	0	1966
"XP_049597654.1"	0	3495
"XP_049598405.1"	0	3478
"XP_049598724.1"	0	2182
"XP_049599467.1"	72.2	1868
"XP_049600235.1"	0	1713
"XP_049600622.1"	0	2910
"XP_049600714.1"	0	1713
"XP_049601306.1"	0	1836
"XP_049601380.1"	0	3104
"XP_049602324.1"	0	2698
"XP_049602584.1"	0	1807
"XP_049602803.1"	0	1713
"XP_049604416.1"	0	1644
"XP_049604826.1"	0	2926
"XP_049605058.1"	91.1	2058
"XP_049605352.1"	0	3176
"XP_049606297.1"	99.5	2385
"XP_049606910.1"	0	3623
"XP_049607301.1"	0	3120
"XP_049607879.1"	0	2405
"XP_049607902.1"	0	3650
"XP_049609460.1"	51.6	2241
"XP_049609604.1"	0	2665
"XP_049610180.1"	0	1713
"XP_049610380.1"	0	3201
"XP_049610512.1"	0	2366
"XP_049611226.1"	0	3068
"XP_049611794.1"	0	3203
"XP_049612215.1"	0	2711
"XP_049613830.1"	93.5	2190
"XP_049615328.1"	268.2	1902
"XP_049616749.1"	0	2292
"XP_049616889.1"	92.1	2120
"XP_049618615.1"	0	3266
"XP_049618699.1"	93	2607
"XP_049619142.1"	92.5	2503
"XP_049619150.1"	43.7	2058
"XP_049619332.1"	0	2973
"XP_049619594.1"	0	2682
"XP_049619603.1"	0	2958
"XP_049620157.1"	0	3194
"XP_049888552.1"	0	1734
"XP_049888929.1"	0	3171
"XP_049889790.1"	102.1	2599
"XP_049889836.1"	0	3587
"XP_049890789.1"	0	3576
"XP_049890842.1"	0	2410
"XP_049891093.1"	0	3274
"XP_049892641.1"	94.8	2233
"XP_049892688.1"	0	2355
"XP_049892869.1"	0	1935
"XP_049893726.1"	94.8	2461
"XP_049895312.1"	0	3082
"XP_049895554.1"	0	1700
"XP_049895584.1"	0	3203
"XP_049896000.1"	0	3013
"XP_049896254.1"	71.5	1920
"XP_049896323.1"	0	1988
"XP_049896673.1"	0	2578
"XP_049897382.1"	0	2591
"XP_049897395.1"	0	3420
